,name,gcn_name,time,trigger_met,ra,dec,lii,bii,error_radius,redshift,luminosity_distance,theta,zenith,arr_flag,distance_to_closest,irfs,lle_bbbd_sig,lle_bbbd_sig_detected,lle_t05,lle_t90,lle_t95,tl0,tl100,tl100_error,tl1,tl0_lower,tl1_upper,like_best_t0,like_best_t1,like_best_ts,like_best_flux,like_best_flux_error,like_best_flux_ene,like_best_flux_ene_error,like_best_fluence,like_best_fluence_error,like_best_grbindex,like_best_grbindex_error,like_best_eiso_rf,like_best_eiso_rf_error,like_lat_t0,like_lat_t1,like_lat_ts,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_lat_fluence,like_lat_fluence_error,like_lat_grbindex,like_lat_grbindex_error,like_lat_eiso_rf,like_lat_eiso_rf_error,like_gbm_t0,like_gbm_t1,like_gbm_ts,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,like_gbm_fluence,like_gbm_fluence_error,like_gbm_grbindex,like_gbm_grbindex_error,like_gbm_eiso_rf,like_gbm_eiso_rf_error,like_ext_t0,like_ext_t1,like_ext_ts,like_ext_flux,like_ext_flux_error,like_ext_flux_ene,like_ext_flux_ene_error,like_ext_fluence,like_ext_fluence_error,like_ext_grbindex,like_ext_grbindex_error,like_ext_eiso_rf,like_ext_eiso_rf_error,ext_emission_max_ene,ext_emission_max_ene_p,ext_emission_max_ene_t,ext_emission_n,lat_bpl_chi2,lat_bpl_f0,lat_bpl_f0_error,lat_bpl_index1,lat_bpl_index1_error,lat_bpl_index2,lat_bpl_index2_error,lat_bpl_timebreak,lat_bpl_timebreak_error,lat_spl_chi2,lat_spl_index1,lat_spl_index1_error,lat_f0,lat_f0_error,late_index,late_index_error,su_tsinput,gbm_cat_name,gbm_cat_t05,gbm_cat_t90,gbm_cat_t90_error,gbm_cat_t95,gbm_cat_fluence,gbm_cat_fluence_error,flux_ratio,flux_ene_ratio,fluence_ratio,hardness,flux_ratio_error,flux_ene_ratio_error,fluence_ratio_error,hardness_error,like_gbm-lat_time_difference,gbm-lle_time_difference
126,GRB081009140,b'GRB81009.0      ',54748.1395602,245215259.06,251.57,18.92,37.4974,35.8104,0.28,0.0,0.0,69.6361,55.3543,0,7.33,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,67.78,1182.34998,241.705,1250.13,17.89,1683.65002,0.0,4000.0,49.1332,1.96528e-06,6.57466e-07,4.69808e-09,2.99531e-09,1.87923e-05,1.19812e-05,-1.72841,0.213671,0.0,0.0,67.78,1250.13,45.8722,3.14869e-06,1.06167e-06,6.69199e-09,4.47371e-09,7.91228e-06,5.28949e-06,-1.76618,0.226739,0.0,0.0,1.344,42.689,-4.8336e-06,7.82835e-05,0.0,8.67264e-08,0.0,3.5857e-06,0.0,-4.49297,2.60502,0.0,0.0,42.689,1250.13,48.6802,3.41245e-06,1.13506e-06,6.72025e-09,4.28271e-09,8.11431e-06,5.17111e-06,-1.79117,0.229454,0.0,0.0,1600.0,0.99,1250.13,9.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00321409,0.883667,0.238884,-3.08099,0.672662,0.883667,0.238884,50.0,b'GRB081009140',1.344,41.345,0.264,42.689,3.8302e-05,4.5266e-08,24.862244298422517,12.959732456264879,0.45318163664582134,2.2066207435089384,14.436773733905635,10.596252739867117,0.37053426884991286,1.4751624508464178,-66.436,1.344
127,GRB220107793,b'GRB220107B      ',59586.7927431,663274898.52,216.47,19.9,19.5014,67.2202,0.24,0.0,0.0,54.249,30.8862,0,2.22,b'P8_TRANSIENT020E              ',11.0,1,12.09,1.282,13.372,2.78,359.32001,11.195,362.10001,2.54,384.25,0.832,25.665,256.038,0.000243075,5.02268e-05,2.12264e-07,9.93795e-08,5.27114e-06,2.46789e-06,-2.10312,0.212409,0.0,0.0,2.78,362.10001,163.986,1.93501e-05,3.24866e-06,1.57614e-08,5.70516e-09,5.66338e-06,2.04998e-06,-2.13636,0.172984,0.0,0.0,0.832,25.665,256.038,0.000243075,5.02268e-05,2.12264e-07,9.93795e-08,5.27114e-06,2.46789e-06,-2.10312,0.212409,0.0,0.0,25.665,362.10001,62.229,9.56786e-06,2.38996e-06,5.8974e-09,2.8936e-09,1.98409e-06,9.73507e-07,-2.28986,0.292236,0.0,0.0,2400.0,1.0,6.98,43.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000692361,1.54936,0.127958,-1.64067,0.268979,1.54936,0.127958,180.0,b'GRB220107793',0.832,24.833,0.362,25.665,2.6107e-05,4.799e-08,12.561950584234708,13.467331582219854,0.9307410062542156,1.0744127456299777,5.7646195383634815,10.266758853336583,0.7095470966628307,0.8316899469987055,-1.948,-0.45000000000000007
128,GRB081024891,b'GRB081024B      ',54763.8907407,246576161.86,323.01,20.84,72.5531,-21.9686,0.31,0.0,0.0,19.1504,30.6101,0,3.16,b'P8_TRANSIENT020E              ',8.0,1,-0.044,1.32,1.276,0.17,2.02,0.04,2.19,0.16,2.26,0.0,10.0,152.253,0.000213041,5.74882e-05,1.28857e-07,7.27054e-08,1.28857e-06,7.27054e-07,-2.3018,0.334068,0.0,0.0,0.17,2.19,138.278,0.000826545,0.00025094,5.56576e-07,3.71747e-07,1.12428e-06,7.50928e-07,-2.23693,0.358541,0.0,0.0,-0.064,0.576,76.214,0.00142911,0.000586579,9.16834e-07,8.10878e-07,5.86774e-07,5.18962e-07,-2.26533,0.495147,0.0,0.0,0.576,2.19,75.3558,0.000568475,0.000233842,3.26128e-07,2.72958e-07,5.26371e-07,4.40554e-07,-2.33658,0.522374,0.0,0.0,1700.0,1.0,2.12,12.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,b'GRB081024891',-0.064,0.64,0.264,0.576,3.547e-07,2.8646e-08,1.7290165689708363,1.6472754843902722,0.5219109118724872,1.916035816174541,1.1879624756714415,1.983677445749505,0.6284942743812729,2.2101357525120817,-0.234,-1.3840000000000001
130,GRB171120556,b'GRB171120A      ',58077.5555787,532876807.37,163.82,22.41,216.6626,63.2751,0.2,0.0,0.0,25.0234,12.9609,1,0.26,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,0.31,5275.68018,10.46,5275.99023,0.31,5296.91016,0.0,4000.0,147.126,7.72654e-06,1.41145e-06,4.55647e-09,1.48501e-09,1.82259e-05,5.94002e-06,-2.3182,0.206527,0.0,0.0,0.31,5275.99023,134.253,3.74001e-06,7.10512e-07,2.84969e-09,1.04145e-09,1.5034e-05,5.49435e-06,-2.16986,0.188156,0.0,0.0,0.003,44.065,65.7291,2.45895e-05,1.03845e-05,2.28035e-08,2.18097e-08,1.00477e-06,9.60979e-07,-2.07563,0.419705,0.0,0.0,44.065,5275.99023,104.389,3.43534e-06,6.9298e-07,2.25074e-09,8.28259e-10,1.17757e-05,4.33339e-06,-2.25284,0.212008,0.0,0.0,3400.0,1.0,4840.91992,29.0,0.0034187,-5.1602,0.287936,0.203443,0.576404,1.09598,0.592108,2.77968,0.47002,0.00357256,0.598976,0.298119,-3.63568,0.820412,1.09598,0.592108,120.0,b'GRB171120556',0.003,44.062,0.383,44.065,1.6093e-05,3.2967e-08,6.574715040868874,8.002098473869088,0.06683317812957296,14.96262826318461,3.9901826805772904,9.05404132806684,0.07561886568192912,15.621292668153997,-0.307,0.003
132,GRB101107011,b'GRB101107A      ',55507.0114005,310781787.12,170.27,23.88,216.9503,69.3837,0.2,0.0,0.0,36.6095,28.3643,0,0.77,b'P8_TRANSIENT010E              ',0.0,-1,0.0,0.0,0.0,134.03,105.39,4.38,239.42,128.21001,242.36,134.03,239.42,55.5766,1.39168e-05,5.50135e-06,2.01218e-08,1.72025e-08,2.12064e-06,1.81297e-06,-1.8979,0.314852,0.0,0.0,134.03,239.42,55.5766,1.39168e-05,5.50135e-06,2.01218e-08,1.72025e-08,2.12064e-06,1.81297e-06,-1.8979,0.314852,0.0,0.0,2.304,378.11801,48.8202,3.91428e-06,1.61165e-06,5.07298e-09,4.38702e-09,1.9065e-06,1.6487e-06,-1.93841,0.341184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,1.0,139.85001,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,b'GRB101107011',2.304,375.814,8.444,378.118,7.2583e-06,2.4241e-07,0.2812629340078179,0.25211362800544684,0.8990210502489815,1.1123210070810385,0.21138351971819164,0.3191768331480667,1.1381613965429398,1.4050778509456263,-131.726,2.304
134,GRB140523129,b'GRB140523A      ',56800.1291319,422507160.63,133.09,24.83,201.0228,36.7374,0.38,0.0,0.0,55.4294,26.449,0,3.96,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,1.61,468.57999,20.545,470.19,1.56,511.23001,0.0,500.0,368.102,4.70052e-05,7.62374e-06,4.9435e-08,2.08339e-08,2.47175e-05,1.04169e-05,-2.02125,0.143924,0.0,0.0,1.61,470.19,342.746,4.47687e-05,7.52686e-06,5.06769e-08,2.2375e-08,2.37462e-05,1.04845e-05,-1.99113,0.145893,0.0,0.0,0.576,19.776,160.444,0.000276094,7.46232e-05,3.98736e-07,2.40563e-07,7.65573e-06,4.61881e-06,-1.89832,0.221808,0.0,0.0,19.776,470.19,197.095,3.01614e-05,6.4308e-06,3.13649e-08,1.37395e-08,1.41272e-05,6.18845e-06,-2.02596,0.188952,0.0,0.0,7300.0,1.0,43.46,35.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00161144,0.955305,0.13612,-2.53219,0.31651,0.955305,0.13612,180.0,b'GRB140523129',0.576,19.2,0.362,19.776,5.1164e-05,4.4852e-08,6.167121225320369,7.8682003042806485,0.32239811001339164,3.1017551559420196,3.0286782959626164,7.061728030534702,0.28935319306016005,2.7712701205455637,-1.0340000000000003,0.576
135,GRB170522657,b'GRB170522A      ',57895.6566551,517160740.29,139.35,25.67,201.9109,42.4197,0.23,0.0,0.0,49.4184,74.5469,1,2.32,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,2.81,38.84,10.585,41.65,2.54,62.55,2.81,41.65,104.398,5.27445e-05,1.73953e-05,2.1147e-07,1.5816e-07,8.21351e-06,6.14294e-06,-1.5698,0.216882,0.0,0.0,2.81,41.65,104.398,5.27445e-05,1.73953e-05,2.1147e-07,1.5816e-07,8.21351e-06,6.14294e-06,-1.5698,0.216882,0.0,0.0,0.576,8.0,70.861,0.000170871,7.16992e-05,3.28042e-07,3.39788e-07,2.43538e-06,2.52258e-06,-1.79962,0.337067,0.0,0.0,8.0,41.65,43.5634,2.9998e-05,1.40357e-05,1.52659e-07,1.5514e-07,5.13698e-06,5.22047e-06,-1.49868,0.291034,0.0,0.0,3700.0,1.0,6.86,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,b'GRB170522657',0.576,7.424,0.572,8.0,2.2923e-05,2.3367e-08,3.2395984415436683,1.5512460396273704,0.2965090442453957,3.372578406655224,2.304162555370049,2.093206585207136,0.40010045742638617,4.259567976972145,-2.234,0.576
136,GRB140810782,b'GRB140810A      ',56879.7820602,429389173.09,118.93,27.4,193.7068,25.377,0.07,0.0,0.0,123.4854,89.2914,1,2.57,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,460.82001,18366.67969,124.01,18827.5,394.42001,19009.11914,0.0,4000.0,82.4027,1.12308e-06,4.12866e-07,3.39784e-09,2.73582e-09,1.35914e-05,1.09433e-05,-1.65499,0.288413,0.0,0.0,460.82001,18827.5,72.4099,3.22822e-07,1.18802e-07,1.49925e-09,9.56631e-10,2.75363e-05,1.75701e-05,-1.52591,0.210614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.321,18827.5,72.6123,3.31915e-07,1.22261e-07,1.43453e-09,9.12902e-10,2.68818e-05,1.7107e-05,-1.54735,0.212615,0.0,0.0,15000.0,1.0,1490.22998,13.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00122394,0.821889,0.191196,-3.37573,0.62543,0.821889,0.191196,79.0,b'GRB140810782',6.656,81.665,0.572,88.321,0.0001097,6.8958e-08,0.0,0.0,0.0,inf,,,,,-460.82001,6.656
138,GRB110123804,b'GRB110123A      ',55584.8039931,317503067.05,240.61,28.37,46.1619,48.0039,0.22,0.0,0.0,55.3666,91.9483,1,5.07,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,51.59,475.44,15.27,527.03003,21.05,527.03003,0.0,10000.0,46.017,5.77739e-07,1.84884e-07,5.18288e-10,2.79394e-10,5.18288e-06,2.79394e-06,-2.09067,0.270361,0.0,0.0,51.59,526.25,27.2263,2.89714e-06,1.2988e-06,2.11371e-09,1.63131e-09,1.00329e-06,7.7432e-07,-2.19261,0.430359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,526.25,37.9298,4.09834e-06,1.49679e-06,2.36288e-09,1.36766e-09,1.19961e-06,6.94345e-07,-2.33322,0.388497,0.0,0.0,2100.0,1.0,445.54999,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,b'GRB110123804',0.704,17.856,0.81,18.56,1.9037e-05,5.9898e-08,0.0,0.0,0.0,inf,,,,,-51.59,0.704
139,GRB190515190,b'GRB190515A      ',58618.1896181,579587588.14,137.75,28.93,197.1983,41.7693,0.95,0.0,0.0,44.6744,64.0642,0,1.01,b'P8_TRANSIENT020E              ',7.3,1,0.165,1.645,1.81,0.18,1.62,0.045,1.8,0.16,1.87,0.18,1.8,140.449,0.00155902,0.000458075,6.54154e-07,3.07498e-07,1.05973e-06,4.98146e-07,-2.60131,0.435659,0.0,0.0,0.18,1.8,140.449,0.00155902,0.000458075,6.54154e-07,3.07498e-07,1.05973e-06,4.98146e-07,-2.60131,0.435659,0.0,0.0,-0.112,1.152,108.923,0.0016916,0.000545789,5.7622e-07,2.81191e-07,7.28342e-07,3.55425e-07,-2.8824,0.567057,0.0,0.0,1.152,1.8,30.487,0.000604865,0.000431537,8.7309e-07,1.56123e-06,5.65762e-07,1.01168e-06,-1.89851,0.630886,0.0,0.0,550.0,0.93,0.34,12.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,b'GRB190515190',-0.112,1.264,0.471,1.152,1.5425e-07,1.1763e-08,1.0850406024297314,0.8808629160717507,0.6872901588140375,1.4549895516117428,0.6844561635774705,0.7412901616530958,0.5783884156693259,1.2250947856899221,-0.292,-1.7570000000000001
140,GRB210802839,b'GRB210802A      ',59428.8389583,649627691.492,230.869,29.869,46.7844,56.6336,0.224,0.0,0.0,51.0002,36.5956,0,-1.0,b'P8_SOURCE                     ',0.0,0,0.0,0.0,0.0,2.81,16.54,0.415,19.35,2.54,19.91,0.0,20.65,92.957,0.00013662,5.46715e-05,8.93403e-08,6.00524e-08,1.84488e-06,1.24008e-06,-2.25395,0.403964,0.0,0.0,2.81,19.35,80.1532,0.00014307,6.18947e-05,1.0516e-07,8.03519e-08,1.73935e-06,1.32902e-06,-2.18866,0.41737,0.0,0.0,0.32,10.56,18.8639,0.000171608,0.0,1.90116e-07,0.0,1.94679e-06,0.0,-1.38703,0.587308,0.0,0.0,10.56,19.35,64.9521,0.0002517,0.00011856,1.08265e-07,6.6542e-08,9.5165e-07,5.84904e-07,-2.57521,0.584742,0.0,0.0,1400.0,1.0,2.81,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,b'GRB210802839',0.32,10.24,0.81,10.56,1.8587e-05,2.0713e-08,1.1994687915006639,1.8078737162419172,1.1192629430534395,0.8934451070736957,0.7889353123128151,1.5803048660366215,0.9783728506359106,0.6826725019134063,-2.49,0.32
141,GRB200716957,b'GRB200716C      ',59046.9567245,616633066.4,195.57,29.87,82.5863,86.3683,0.17,0.0,0.0,36.7768,71.6514,0,2.79,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,18.28,279.85999,0.195,298.14001,17.89,298.14001,0.0,584.79999,38.6809,4.53431e-06,1.95329e-06,6.15724e-09,4.66665e-09,3.60076e-06,2.72906e-06,-1.92092,0.307089,0.0,0.0,18.28,298.14001,23.5357,2.03438e-06,1.66826e-06,9.42671e-09,1.28633e-08,2.63816e-06,3.59993e-06,-1.52659,0.474559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,298.14001,34.7694,2.97567e-06,1.85179e-06,1.15591e-08,1.2981e-08,3.38334e-06,3.79955e-06,-1.57928,0.375663,0.0,0.0,8200.0,1.0,151.55,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,b'GRB200716957',0.128,5.312,0.389,5.44,9.6514e-06,2.0434e-08,0.0,0.0,0.0,inf,,,,,-18.28,0.128
142,GRB161015710,b'GRB161015A      ',57676.7104977,498243791.04,269.13,30.16,55.761,24.3134,0.42,0.0,0.0,46.0694,32.9211,1,2.09,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,1.05,6.42,0.195,7.47,0.95,7.76,0.0,10.0,103.754,0.000242664,7.57001e-05,1.67962e-07,1.09881e-07,1.67962e-06,1.09881e-06,-2.22136,0.349317,0.0,0.0,1.05,7.47,68.4855,0.000293985,0.000105783,1.13714e-07,6.05192e-08,7.30041e-07,3.88533e-07,-2.69618,0.555539,0.0,0.0,0.256,15.36,94.7409,0.000157874,4.99391e-05,1.10641e-07,7.33047e-08,1.67113e-06,1.10719e-06,-2.21445,0.35151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0,7.47,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,b'GRB161015710',0.256,15.104,0.362,15.36,1.1814e-05,1.5979e-08,0.5370137932207426,0.9729760627539266,2.289090612719012,0.43685470310508456,0.36417471165454446,0.9588489965063296,2.255847376731244,0.4248474563772268,-0.794,0.256
143,GRB081102365,b'GRB081102B      ',54772.3645833,247308301.51,212.95,30.33,47.9962,72.119,0.58,0.0,0.0,48.1563,47.6361,0,2.15,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,0.28,0.15,0.03,0.43,0.26,0.47,0.28,0.43,88.2602,0.00821014,0.00371086,3.73629e-06,2.80514e-06,5.60443e-07,4.20772e-07,-2.51997,0.627459,0.0,0.0,0.28,0.43,88.2602,0.00821014,0.00371086,3.73629e-06,2.80514e-06,5.60443e-07,4.20772e-07,-2.51997,0.627459,0.0,0.0,-0.064,1.664,70.4386,0.000818745,0.000339785,5.83952e-07,5.21452e-07,1.00907e-06,9.01069e-07,-2.20483,0.465158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1.0,0.3,5.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB081102365',-0.064,1.728,0.231,1.664,1.0899e-06,3.2348e-08,0.09972363443254317,0.15629193665373942,1.800486400936402,0.5554054723656436,0.07878898537279838,0.19446754360124907,2.2402708211799327,0.6703280086909511,-0.34400000000000003,-0.064
145,GRB090227772,b'GRB090227B      ',54889.7715394,257452263.407,11.8,32.2,121.8897,-30.6632,1.8,0.0,0.0,72.652,86.5546,1,-1.0,b'P8_TRANSIENT020E              ',15.0,1,0.039,1.144,1.183,-666.0,0.0,-666.0,-666.0,0.0,-1332.0,0.0,1.2,29.5354,0.00571265,0.0034187,1.22322e-06,8.06593e-07,1.46786e-06,9.67912e-07,-4.9397,1.79484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016,0.288,23.1253,0.0164047,0.0114914,3.27357e-06,2.30133e-06,9.95166e-07,6.99604e-07,-5.99999,0.0128763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-670.0,-670.0,-666.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'GRB090227772',-0.016,0.304,0.023,0.288,1.1095e-05,1.1791e-08,inf,inf,inf,0.0,,,,,-0.016,-1.16
146,GRB171124235,b'GRB171124A      ',58081.2346759,533194681.51,335.52,35.24,91.4707,-18.3496,0.2,0.0,0.0,19.2201,44.4515,0,5.45,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,3.42,317.88,7.03,321.29999,3.22,335.16,-0.704,25.472,191.939,0.000118168,2.71192e-05,1.33138e-07,7.48707e-08,3.48501e-06,1.95982e-06,-1.99302,0.214402,0.0,0.0,3.42,321.29999,90.1547,1.29991e-05,2.93245e-06,8.78834e-09,3.91097e-09,2.79364e-06,1.24322e-06,-2.23464,0.243001,0.0,0.0,-0.704,25.472,191.939,0.000118168,2.71192e-05,1.33138e-07,7.48707e-08,3.48501e-06,1.95982e-06,-1.99302,0.214402,0.0,0.0,25.472,321.29999,10.8863,6.72853e-06,0.0,7.4542e-09,0.0,2.20516e-06,0.0,-3.89491,1.42426,0.0,0.0,3600.0,1.0,4.08,21.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000226497,0.885223,0.0891026,-3.41946,0.203431,0.885223,0.0891026,92.0,b'GRB171124235',-0.704,26.176,0.923,25.472,3.6166e-06,2.1924e-08,9.090475494457309,15.149391125058886,1.2474799902635987,0.8016160642293709,4.795237126522988,13.217877965578706,1.0884314312003474,0.6990156703113642,-4.124,-0.704
148,GRB140124527,b'GRB140124A      ',56681.5267477,412259914.19,59.27,36.86,159.3533,-12.559,0.33,0.0,0.0,19.3729,65.6419,0,3.59,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,93.56,374.62,90.6,468.17999,29.15,584.96997,0.0,500.0,26.1335,1.76169e-06,9.61184e-07,7.03194e-09,7.14542e-09,3.51597e-06,3.57271e-06,-1.57113,0.328277,0.0,0.0,93.56,468.17999,9.47757,4.40718e-06,0.0,4.88249e-09,0.0,1.82908e-06,0.0,-1.87708,0.571603,0.0,0.0,-12.672,108.866,4.32078,7.90086e-06,0.0,8.75296e-09,0.0,1.06382e-06,0.0,-1.22614,0.706942,0.0,0.0,108.866,468.17999,9.60358,4.62105e-06,0.0,5.11943e-09,0.0,1.83948e-06,0.0,-1.88358,0.571374,0.0,0.0,2300.0,0.93,93.56,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB140124527',-12.672,121.538,5.838,108.866,2.0142e-05,1.4171e-07,1.7927245994037002,1.792724613875297,0.5816148008835043,1.7193510180293659,0.0,0.0,0.0,0.0,-106.232,-12.672
150,GRB081122520,b'GRB081122A      ',54792.5195833,249049693.21,338.82,37.57,95.1499,-17.8493,0.27,0.0,0.0,21.5135,25.8591,1,3.03,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,23.49,43.04,16.165,66.53,4.86,80.23,0.0,100.0,36.6265,7.51637e-06,3.41832e-06,1.55561e-08,1.7339e-08,1.55561e-06,1.7339e-06,-1.77484,0.355714,0.0,0.0,23.49,66.53,18.9199,2.57834e-05,0.0,2.85641e-08,0.0,1.2294e-06,0.0,-1.87938,0.518871,0.0,0.0,-0.256,23.04,2.18169,3.66217e-05,0.0,4.05714e-08,0.0,9.4515e-07,0.0,-3.54001,1.82732,0.0,0.0,23.04,66.53,18.8925,2.54916e-05,0.0,2.82408e-08,0.0,1.22819e-06,0.0,-1.87912,0.518836,0.0,0.0,2500.0,1.0,66.53,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,b'GRB081122520',-0.256,23.296,2.111,23.04,7.5441e-06,7.8542e-08,1.4203596112227248,1.4203633231923989,0.768789653489507,1.3007459133470878,0.0,0.0,0.0,0.0,-23.746,-0.256
154,GRB140416060,b'GRB140416A      ',56763.0601852,419304403.93,35.74,42.1,140.551,-17.6191,0.1,0.0,0.0,138.7697,94.8281,0,0.93,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,1174.81006,1032.56006,297.17999,2207.37012,890.21997,2517.13989,0.0,4000.0,34.5055,1.71428e-06,6.7795e-07,1.82923e-09,1.22484e-09,7.31693e-06,4.89937e-06,-2.01522,0.301066,0.0,0.0,1174.81006,2207.37012,13.4886,3.30565e-06,0.0,3.66216e-09,0.0,3.7814e-06,0.0,-2.60879,0.527373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96,2207.37012,22.388,2.39867e-06,8.3659e-07,1.21196e-09,6.30022e-10,2.64014e-06,1.37245e-06,-2.4298,0.378143,0.0,0.0,10000.0,1.0,2207.37012,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,b'GRB140416060',-2.784,31.744,1.28,28.96,8.1404e-05,3.8702e-07,0.0,0.0,0.0,inf,,,,,-1174.81006,-2.784
156,GRB111210359,b'GRB111210B      ',55905.3594792,345199061.0,122.51,44.09,175.9649,32.1563,0.82,0.0,0.0,28.3055,24.07,0,1.53,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,6.54,387.48999,68.905,394.03,5.72,531.02002,0.0,10000.0,35.1177,3.98491e-06,1.31972e-06,1.26149e-09,4.61455e-10,1.26149e-05,4.61455e-06,-3.0204,0.527201,0.0,0.0,6.54,394.03,30.1502,5.78992e-06,2.09724e-06,2.28329e-09,1.10831e-09,8.84753e-07,4.29458e-07,-2.67221,0.496789,0.0,0.0,0.0,60.0,18.034,2.63929e-05,0.0,2.92394e-08,0.0,1.75436e-06,0.0,-5.13863,2.06713,0.0,0.0,60.0,394.03,21.7718,4.44906e-06,1.95629e-06,2.5548e-09,1.89793e-09,8.53381e-07,6.33966e-07,-2.33594,0.47806,0.0,0.0,560.0,1.0,96.1,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00221413,0.548983,0.181078,-4.0432,0.519326,0.548983,0.181078,34.0,b'0           ',0.0,60.0,0.0,60.0,0.0,0.0,4.55842222345041,12.805819672490136,1.9828810978883373,0.5043166738867735,2.7434833813464023,8.921902451282108,1.3814844456285575,0.2447946829613078,-6.54,0.0
